Pclass,Sex,SibSp,Parch,Ticket,Fare,Embarked,Age,Survived,name_length
3.0,female,0.0,1.0,392091,9.35,S,18.0,yes,26
1.0,female,1.0,1.0,36928,164.8667,S,45.0,yes,42
1.0,male,0.0,0.0,113055,26.55,S,51.0,yes,22
3.0,female,0.0,3.0,2666,19.2583,C,24.0,yes,37
3.0,male,0.0,0.0,2629,7.2292,C,29.69911764705882,no,16
3.0,male,2.0,0.0,350026,14.1083,S,41.0,no,23
2.0,male,1.0,0.0,28134,11.5,S,21.0,no,27
1.0,female,0.0,0.0,17466,25.9292,S,48.0,yes,51
3.0,female,8.0,2.0,2343,69.55,S,29.69911764705882,no,33
2.0,male,0.0,0.0,233866,13.0,S,24.0,no,22
2.0,female,0.0,0.0,236852,13.0,S,42.0,yes,24
2.0,female,1.0,0.0,2149,13.8583,C,27.0,yes,28
1.0,male,0.0,0.0,17590,50.4958,S,31.0,no,36
3.0,male,0.0,0.0,345777,9.5,S,29.69911764705882,no,27
3.0,male,1.0,1.0,347742,11.1333,S,4.0,yes,31
3.0,male,0.0,0.0,349248,7.8958,S,26.0,no,17
1.0,female,1.0,1.0,11751,52.5542,S,47.0,yes,48
1.0,male,0.0,0.0,695,5.0,S,33.0,no,24
3.0,male,0.0,0.0,345765,9.0,S,47.0,no,27
2.0,female,1.0,0.0,3381,24.0,C,28.0,yes,37
3.0,female,0.0,0.0,2667,7.225,C,15.0,yes,32
3.0,male,0.0,0.0,7534,9.8458,S,20.0,no,29
3.0,male,0.0,0.0,349212,7.8958,S,19.0,no,20
3.0,male,0.0,0.0,349217,7.8958,S,29.69911764705882,no,18
1.0,female,0.0,1.0,11767,83.1583,C,56.0,yes,45
2.0,female,0.0,1.0,230433,26.0,S,25.0,yes,44
3.0,male,0.0,0.0,349257,7.8958,S,33.0,no,18
3.0,female,0.0,0.0,7552,10.5167,S,22.0,no,28
2.0,male,0.0,0.0,34068,10.5,S,28.0,no,29
3.0,male,0.0,0.0,392076,7.05,S,25.0,no,22
3.0,female,0.0,5.0,382652,29.125,Q,39.0,no,36
2.0,male,0.0,0.0,211536,13.0,S,27.0,no,21
1.0,female,0.0,0.0,112053,30.0,S,19.0,yes,28
3.0,female,1.0,2.0,6607,23.45,S,29.69911764705882,no,40
1.0,male,0.0,0.0,111369,30.0,C,26.0,yes,21
3.0,male,0.0,0.0,370376,7.75,Q,32.0,no,19
